symbol,name
Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Category
TCX,Tucows Inc.,Tucows Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
TDAC,Translational Development Acquisition Corp.,Translational Development Acquisition Corp. - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
TDACU,Translational Development Acquisition Corp.,Translational Development Acquisition Corp. - Units,G,N,N,100.0,N,N,NASDAQ
TDACW,Translational Development Acquisition Corp.,Translational Development Acquisition Corp. - Warrants,G,N,N,100.0,N,N,NASDAQ
TDI,Touchstone Dynamic International ETF,Touchstone Dynamic International ETF,G,N,N,100.0,Y,N,NASDAQ
TDIV,First Trust NASDAQ Technology Dividend Index Fund,First Trust NASDAQ Technology Dividend Index Fund,G,N,N,100.0,Y,N,NASDAQ
TDSB,Cabana Target Beta ETF,Cabana Target Beta ETF,G,N,N,100.0,Y,N,NASDAQ
TDSC,Cabana Target Drawdown 10 ETF,Cabana Target Drawdown 10 ETF,G,N,N,100.0,Y,N,NASDAQ
TDTH,Trident Digital Tech Holdings Ltd,Trident Digital Tech Holdings Ltd - American Depository Shares,S,N,D,100.0,N,N,NASDAQ
TDUP,ThredUp Inc.,ThredUp Inc. - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
TEAD,Teads Holding Co.,Teads Holding Co. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TEAM,Atlassian Corporation ,Atlassian Corporation  - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
TECH,Bio-Techne Corp,Bio-Techne Corp - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TECTP,"Tectonic Financial, Inc.","Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",S,N,N,100.0,N,N,NASDAQ
TECX,"Tectonic Therapeutic, Inc.","Tectonic Therapeutic, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TEKX,SPDR Galaxy Transformative Tech Accelerators ETF,SPDR Galaxy Transformative Tech Accelerators ETF,G,N,N,100.0,Y,N,NASDAQ
TEKY,Lazard Next Gen Technologies ETF,Lazard Next Gen Technologies ETF,G,N,N,100.0,Y,N,NASDAQ
TELA,"TELA Bio, Inc.","TELA Bio, Inc. - Common stock",G,N,N,100.0,N,N,NASDAQ
TELO,"Telomir Pharmaceuticals, Inc.","Telomir Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TEM,"Tempus AI, Inc.","Tempus AI, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
TENB,"Tenable Holdings, Inc.","Tenable Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TENX,"Tenax Therapeutics, Inc.","Tenax Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TER,"Teradyne, Inc.","Teradyne, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TERN,"Terns Pharmaceuticals, Inc.","Terns Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TEXN,iShares Texas Equity ETF,iShares Texas Equity ETF,G,N,N,100.0,Y,N,NASDAQ
TFIN,"Triumph Financial, Inc.","Triumph Financial, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TFINP,"Triumph Financial, Inc.","Triumph Financial, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0,N,N,NASDAQ
TFNS,T. Rowe Price Financials ETF,T. Rowe Price Financials ETF,G,N,N,100.0,Y,N,NASDAQ
TFSL,TFS Financial Corporation,TFS Financial Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TGL,Treasure Global Inc.,Treasure Global Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TH,Target Hospitality Corp.,Target Hospitality Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
THAR,"Tharimmune, Inc.","Tharimmune, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
THCH,TH International Limited,TH International Limited - Ordinary shares,S,N,N,100.0,N,N,NASDAQ
THFF,First Financial Corporation ,First Financial Corporation  - Common Stock,Q,N,N,100.0,N,N,NASDAQ
THMZ,Lazard Equity Megatrends ETF,Lazard Equity Megatrends ETF,G,N,N,100.0,Y,N,NASDAQ
THRD,"Third Harmonic Bio, Inc.","Third Harmonic Bio, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
THRM,Gentherm Inc,Gentherm Inc - Common Stock,Q,N,N,100.0,N,N,NASDAQ
THRY,"Thryv Holdings, Inc.","Thryv Holdings, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
THTX,Theratechnologies Inc.,Theratechnologies Inc. - Common Shares,S,N,N,100.0,N,N,NASDAQ
TIGO,Millicom International Cellular S.A.,Millicom International Cellular S.A. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TIGR,UP Fintech Holding Limited,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
TIL,"Instil Bio, Inc.","Instil Bio, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TILE,"Interface, Inc.","Interface, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TIPT,Tiptree Inc.,Tiptree Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
TIRX,TIAN RUIXIANG Holdings Ltd,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
TITN,Titan Machinery Inc.,Titan Machinery Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TIVC,"Tivic Health Systems, Inc.","Tivic Health Systems, Inc. - Common stock",S,N,N,100.0,N,N,NASDAQ
TKLF,"Tokyo Lifestyle Co., Ltd.","Tokyo Lifestyle Co., Ltd. - American Depositary Shares",S,N,N,100.0,N,N,NASDAQ
TKNO,"Alpha Teknova, Inc.","Alpha Teknova, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TLF,"Tandy Leather Factory, Inc.","Tandy Leather Factory, Inc. - common stock",S,N,N,100.0,N,N,NASDAQ
TLN,Talen Energy Corporation,Talen Energy Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TLPH,"Talphera, Inc.","Talphera, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
TLRY,"Tilray Brands, Inc.","Tilray Brands, Inc. - Common Stock",Q,N,D,100.0,N,N,NASDAQ
TLS,Telos Corporation,Telos Corporation - Common Stock,G,N,N,100.0,N,N,NASDAQ
TLSA,Tiziana Life Sciences Ltd,Tiziana Life Sciences Ltd - Common Shares,S,N,N,100.0,N,N,NASDAQ
TLSI,"TriSalus Life Sciences, Inc.","TriSalus Life Sciences, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TLSIW,"TriSalus Life Sciences, Inc.","TriSalus Life Sciences, Inc. - Warrant",G,N,N,100.0,N,N,NASDAQ
TLT,iShares 20+ Year Treasury Bond ETF,iShares 20+ Year Treasury Bond ETF,G,N,N,100.0,Y,N,NASDAQ
TLX,Telix Pharmaceuticals Limited,Telix Pharmaceuticals Limited - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
TMB,Thornburg Multi Sector Bond ETF,Thornburg Multi Sector Bond ETF,G,N,N,100.0,Y,N,NASDAQ
TMC,TMC the metals company Inc.,TMC the metals company Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TMCI,"Treace Medical Concepts, Inc.","Treace Medical Concepts, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TMCWW,TMC the metals company Inc.,TMC the metals company Inc. - Warrant,Q,N,N,100.0,N,N,NASDAQ
TMDX,"TransMedics Group, Inc.","TransMedics Group, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TMED,T. Rowe Price Health Care ETF,T. Rowe Price Health Care ETF,G,N,N,100.0,Y,N,NASDAQ
TMET,iShares Transition-Enabling Metals ETF,iShares Transition-Enabling Metals ETF,G,N,N,100.0,Y,N,NASDAQ
TMUS,"T-Mobile US, Inc.","T-Mobile US, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TNFA,"TNF Pharmaceuticals, Inc. ","TNF Pharmaceuticals, Inc.  - Common Stock",S,N,D,100.0,N,N,NASDAQ
TNGX,"Tango Therapeutics, Inc.","Tango Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TNMG,TNL Mediagene,TNL Mediagene - Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
TNON,"Tenon Medical, Inc.","Tenon Medical, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TNONW,"Tenon Medical, Inc.","Tenon Medical, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
TNXP,Tonix Pharmaceuticals Holding Corp.,Tonix Pharmaceuticals Holding Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
TNYA,"Tenaya Therapeutics, Inc.","Tenaya Therapeutics, Inc. - Common Stock",Q,N,D,100.0,N,N,NASDAQ
TOI,"The Oncology Institute, Inc.","The Oncology Institute, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TOIIW,"The Oncology Institute, Inc.","The Oncology Institute, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
TOMZ,"TOMI Environmental Solutions, Inc.","TOMI Environmental Solutions, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
TOP,TOP Financial Group Limited,TOP Financial Group Limited - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
TORO,Toro Corp.,Toro Corp. - Common stock,S,N,N,100.0,N,N,NASDAQ
TOUR,Tuniu Corporation,Tuniu Corporation - American Depositary Shares,G,N,D,100.0,N,N,NASDAQ
TOWN,Towne Bank,Towne Bank - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TOYO,"TOYO Co., Ltd","TOYO Co., Ltd - Ordinary Shares",S,N,N,100.0,N,N,NASDAQ
TPCS,TechPrecision Corporation,TechPrecision Corporation - Common stock,S,N,N,100.0,N,N,NASDAQ
TPG,TPG Inc.,TPG Inc. - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
TPGXL,TPG Inc.,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,G,N,N,100.0,N,N,NASDAQ
TPIC,"TPI Composites, Inc.","TPI Composites, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TPLS,Thornburg Core Plus Bond ETF,Thornburg Core Plus Bond ETF,G,N,N,100.0,Y,N,NASDAQ
TPST,"Tempest Therapeutics, Inc.","Tempest Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TQQQ,ProShares UltraPro QQQ,ProShares UltraPro QQQ,G,N,N,100.0,Y,N,NASDAQ
TQQY,GraniteShares YieldBOOST QQQ ETF,GraniteShares YieldBOOST QQQ ETF,G,N,N,100.0,Y,N,NASDAQ
TRAW,"Traws Pharma, Inc.","Traws Pharma, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TRDA,"Entrada Therapeutics, Inc.","Entrada Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TREE,"LendingTree, Inc.","LendingTree, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TRI,Thomson Reuters Corp,Thomson Reuters Corp - Common Shares,Q,N,N,100.0,N,N,NASDAQ
TRIB,Trinity Biotech plc,Trinity Biotech plc - American Depositary Shares,Q,N,D,100.0,N,N,NASDAQ
TRIN,Trinity Capital Inc.,Trinity Capital Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TRINI,Trinity Capital Inc.,Trinity Capital Inc. - 7.875% Notes Due 2029,Q,N,N,100.0,N,N,NASDAQ
TRINZ,Trinity Capital Inc.,Trinity Capital Inc. - 7.875% Notes due 2029,Q,N,N,100.0,N,N,NASDAQ
TRIP,"TripAdvisor, Inc.","TripAdvisor, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TRMB,Trimble Inc.,Trimble Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TRMD,TORM plc,TORM plc - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
TRMK,Trustmark Corporation,Trustmark Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TRML,"Tourmaline Bio, Inc. ","Tourmaline Bio, Inc.  - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TRNR,Interactive Strength Inc.,Interactive Strength Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
TRNS,"Transcat, Inc.","Transcat, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TROO,"TROOPS, Inc. ","TROOPS, Inc.  - Ordinary Shares",S,N,D,100.0,N,N,NASDAQ
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TRS,TriMas Corporation,TriMas Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TRSG,Tungray Technologies Inc,Tungray Technologies Inc - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TRUE,"TrueCar, Inc.","TrueCar, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TRUG,"TruGolf Holdings, Inc.","TruGolf Holdings, Inc. - Class A Common Stock",S,N,D,100.0,N,N,NASDAQ
TRUP,"Trupanion, Inc.","Trupanion, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TRVG,trivago N.V.,trivago N.V. - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
TRVI,"Trevi Therapeutics, Inc.","Trevi Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TSAT,Telesat Corporation,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,Q,N,N,100.0,N,N,NASDAQ
TSBK,"Timberland Bancorp, Inc.","Timberland Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TSBX,Turnstone Biologics Corp.,Turnstone Biologics Corp. - Common Stock,S,N,D,100.0,N,N,NASDAQ
TSCO,Tractor Supply Company,Tractor Supply Company - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TSDD,GraniteShares 2x Short TSLA Daily ETF,GraniteShares 2x Short TSLA Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSEL,Touchstone Sands Capital US Select Growth ETF,Touchstone Sands Capital US Select Growth ETF,G,N,N,100.0,Y,N,NASDAQ
TSEM,Tower Semiconductor Ltd.,Tower Semiconductor Ltd. - Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
TSHA,"Taysha Gene Therapies, Inc.","Taysha Gene Therapies, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TSL,GraniteShares 1.25x Long TSLA Daily ETF,GraniteShares 1.25x Long TSLA Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSLA,"Tesla, Inc. ","Tesla, Inc.  - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TSLG,Leverage Shares 2X Long TSLA Daily ETF,Leverage Shares 2X Long TSLA Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSLL,Direxion Daily TSLA Bull 2X Shares,Direxion Daily TSLA Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
TSLQ,Tradr 2X Short TSLA Daily ETF,Tradr 2X Short TSLA Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSLR,GraniteShares 2x Long TSLA Daily ETF,GraniteShares 2x Long TSLA Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSLS,Direxion Daily TSLA Bear 1X Shares,Direxion Daily TSLA Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
TSMG,Leverage Shares 2X Long TSM Daily ETF,Leverage Shares 2X Long TSM Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSMU,GraniteShares 2x Long TSM Daily ETF,GraniteShares 2x Long TSM Daily ETF,G,N,N,100.0,Y,N,NASDAQ
TSMX,Direxion Daily TSM Bull 2X Shares,Direxion Daily TSM Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
TSMZ,Direxion Daily TSM Bear 1X Shares,Direxion Daily TSM Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
TSPY,TappAlpha SPY Growth & Daily Income ETF,TappAlpha SPY Growth & Daily Income ETF,G,N,N,100.0,Y,N,NASDAQ
TSSI,"TSS, Inc.","TSS, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TSYY,GraniteShares YieldBOOST TSLA ETF,GraniteShares YieldBOOST TSLA ETF,G,N,N,100.0,Y,N,NASDAQ
TTAN,"ServiceTitan, Inc.","ServiceTitan, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
TTD,"The Trade Desk, Inc.","The Trade Desk, Inc. - Class A Common Stock",G,N,N,100.0,N,N,NASDAQ
TTEC,"TTEC Holdings, Inc.","TTEC Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TTEQ,T. Rowe Price Technology ETF,T. Rowe Price Technology ETF,G,N,N,100.0,Y,N,NASDAQ
TTGT,"TechTarget, Inc.","TechTarget, Inc. - Common Stock",Q,N,E,100.0,N,N,NASDAQ
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TTNP,"Titan Pharmaceuticals, Inc.","Titan Pharmaceuticals, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
TTSH,"Tile Shop Holdings, Inc.","Tile Shop Holdings, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TTWO,"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TUG,STF Tactical Growth ETF,STF Tactical Growth ETF,G,N,N,100.0,Y,N,NASDAQ
TUGN,STF Tactical Growth & Income ETF,STF Tactical Growth & Income ETF,G,N,N,100.0,Y,N,NASDAQ
TUR,iShares MSCI Turkey ETF,iShares MSCI Turkey ETF,G,N,N,100.0,Y,N,NASDAQ
TURB,"Turbo Energy, S.A.","Turbo Energy, S.A. - American Depositary Shares",S,N,N,100.0,N,N,NASDAQ
TURF,T. Rowe Price Natural Resources ETF,T. Rowe Price Natural Resources ETF,G,N,N,100.0,Y,N,NASDAQ
TURN,180 Degree Capital Corp.,180 Degree Capital Corp. - Closed End Fund,G,N,N,100.0,N,N,NASDAQ
TUSK,"Mammoth Energy Services, Inc.","Mammoth Energy Services, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TVA,Texas Ventures Acquisition III Corp,Texas Ventures Acquisition III Corp - Class A Ordinary Share,G,N,N,100.0,N,N,NASDAQ
TVACU,Texas Ventures Acquisition III Corp,Texas Ventures Acquisition III Corp - Unit,G,N,N,100.0,N,N,NASDAQ
TVACW,Texas Ventures Acquisition III Corp,Texas Ventures Acquisition III Corp - Warrants,G,N,N,100.0,N,N,NASDAQ
TVAIU,Thayer Ventures Acquisition Corporation II,Thayer Ventures Acquisition Corporation II - Unit,G,N,N,100.0,N,N,NASDAQ
TVGN,Tevogen Bio Holdings Inc.,Tevogen Bio Holdings Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
TVGNW,Tevogen Bio Holdings Inc.,Tevogen Bio Holdings Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
TVRD,"Tvardi Therapeutics, Inc.","Tvardi Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TVTX,"Travere Therapeutics, Inc.","Travere Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
TW,Tradeweb Markets Inc.,Tradeweb Markets Inc. - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
TWFG,"TWFG, Inc.","TWFG, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TWG,Top Wealth Group Holding Limited,Top Wealth Group Holding Limited - Class A Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
TWIN,"Twin Disc, Incorporated","Twin Disc, Incorporated - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TWNP,Twin Hospitality Group Inc.,Twin Hospitality Group Inc. - Class A Common Stock,G,N,N,100.0,N,N,NASDAQ
TWST,Twist Bioscience Corporation,Twist Bioscience Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TXG,"10x Genomics, Inc.","10x Genomics, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TXMD,"TherapeuticsMD, Inc.","TherapeuticsMD, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TXSS,Texas Capital Texas Small Cap Equity Index ETF,Texas Capital Texas Small Cap Equity Index ETF,G,N,N,100.0,Y,N,NASDAQ
TXUE,Thornburg International Equity ETF,Thornburg International Equity ETF,G,N,N,100.0,Y,N,NASDAQ
TXUG,Thornburg International Growth Fund ETF,Thornburg International Growth Fund ETF,G,N,N,100.0,Y,N,NASDAQ
TYGO,"Tigo Energy, Inc.","Tigo Energy, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
TYRA,"Tyra Biosciences, Inc.","Tyra Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
TZOO,Travelzoo,Travelzoo - Common Stock,Q,N,N,100.0,N,N,NASDAQ
TZUP,Thumzup Media Corporation,Thumzup Media Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
UAE,iShares MSCI UAE ETF,iShares MSCI UAE ETF,G,N,N,100.0,Y,N,NASDAQ
UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
UBCP,"United Bancorp, Inc.","United Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
UBFO,United Security Bancshares,United Security Bancshares - Common Stock,Q,N,N,100.0,N,N,NASDAQ
UBND,VictoryShares Core Plus Intermediate Bond ETF,VictoryShares Core Plus Intermediate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
UBRL,GraniteShares 2x Long UBER Daily ETF,GraniteShares 2x Long UBER Daily ETF,G,N,N,100.0,Y,N,NASDAQ
UBSI,"United Bankshares, Inc.","United Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
UBX,"Unity Biotechnology, Inc.","Unity Biotechnology, Inc. - Common Stock",Q,N,D,100.0,N,N,NASDAQ
UBXG,U-BX Technology Ltd.,U-BX Technology Ltd. - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
UCAR,U Power Limited,U Power Limited - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
UCL,uCloudlink Group Inc.,uCloudlink Group Inc. - American Depositary Shares,G,N,N,100.0,N,N,NASDAQ
UCRD,VictoryShares Corporate Bond ETF,VictoryShares Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
UCYB,ProShares Ultra Nasdaq Cybersecurity,ProShares Ultra Nasdaq Cybersecurity,G,N,N,100.0,Y,N,NASDAQ
UDMY,"Udemy, Inc.","Udemy, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
UEIC,Universal Electronics Inc.,Universal Electronics Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
UEVM,VictoryShares Emerging Markets Value Momentum ETF,VictoryShares Emerging Markets Value Momentum ETF,G,N,N,100.0,Y,N,NASDAQ
UFCS,"United Fire Group, Inc","United Fire Group, Inc - Common Stock",Q,N,N,100.0,N,N,NASDAQ
UFG,Uni-Fuels Holdings Limited,Uni-Fuels Holdings Limited - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
UFIV,US Treasury 5 Year Note ETF,US Treasury 5 Year Note ETF,G,N,N,100.0,Y,N,NASDAQ
UFO,Procure Space ETF,Procure Space ETF,G,N,N,100.0,Y,N,NASDAQ
UFPI,"UFP Industries, Inc.","UFP Industries, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
UG,"United-Guardian, Inc.","United-Guardian, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
UGRO,"urban-gro, Inc.","urban-gro, Inc. - Common Stock",S,N,H,100.0,N,N,NASDAQ
UHG,"United Homes Group, Inc","United Homes Group, Inc - Class A Common Stock",G,N,N,100.0,N,N,NASDAQ
UHGWW,"United Homes Group, Inc","United Homes Group, Inc - Warrant",S,N,N,100.0,N,N,NASDAQ
UITB,VictoryShares Core Intermediate Bond ETF,VictoryShares Core Intermediate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
UIVM,VictoryShares International Value Momentum ETF,VictoryShares International Value Momentum ETF,G,N,N,100.0,Y,N,NASDAQ
UK,Ucommune International Ltd ,Ucommune International Ltd  - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
UKOMW,Ucommune International Ltd ,Ucommune International Ltd  - Warrant expiring 11/17/2025,S,N,N,100.0,N,N,NASDAQ
ULBI,Ultralife Corporation,Ultralife Corporation - Common Stock,G,N,N,100.0,N,N,NASDAQ
ULCC,"Frontier Group Holdings, Inc.","Frontier Group Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ULH,"Universal Logistics Holdings, Inc.","Universal Logistics Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ULVM,VictoryShares US Value Momentum ETF,VictoryShares US Value Momentum ETF,G,N,N,100.0,Y,N,NASDAQ
ULY,Urgent.ly Inc.,Urgent.ly Inc. - Common Stock,S,N,D,100.0,N,N,NASDAQ
UMBF,UMB Financial Corporation,UMB Financial Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
UMBFO,UMB Financial Corporation,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",Q,N,N,100.0,N,N,NASDAQ
UMBFP,UMB Financial Corporation,"UMB Financial Corporation - Depositary Shares, each representing a 1/400th of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0,N,N,NASDAQ
UMMA,Wahed Dow Jones Islamic World ETF,Wahed Dow Jones Islamic World ETF,G,N,N,100.0,Y,N,NASDAQ
UNB,"Union Bankshares, Inc.","Union Bankshares, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
UNCY,"Unicycive Therapeutics, Inc.","Unicycive Therapeutics, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
UNIT,Uniti Group Inc.,Uniti Group Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
